heart_rate,emotion,symptoms,disease,risk,specialist
70,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
90,sad,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
81,neutral,fever body pain,Dengue,Low,General Physician
75,sad,pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
77,neutral,sore throat fever lymph nodes,Strep Throat,Low,ENT Specialist
88,sad,itching redness skin rash,Eczema,Low,Dermatologist
69,sad,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
64,surprise,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
100,sad,chest pain palpitations,Heart Failure,High,Cardiologist
95,neutral,headache blurred vision,Hypertension,Medium,Neurologist
104,fear,abdominal pain nausea fever loss appetite,Appendicitis,Critical,Surgeon
101,neutral,headache blurred dizziness,Hypertension,Medium,Neurologist
89,surprise,facial drooping weakness speech difficulty,Stroke,Critical,Neurologist
74,neutral,abdominal pain diarrhea loss,Crohn's Disease,Low,Gastroenterologist
60,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
89,surprise,facial drooping arm weakness difficulty,Stroke,Critical,Neurologist
61,neutral,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
108,sad,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
77,sad,chest fever cough,Pericarditis,Low,Cardiologist
64,sad,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
124,fear,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
109,fear,excessive worry restlessness fatigue,Anxiety Disorder,Medium,Psychiatrist
60,neutral,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
83,sad,sore throat fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
75,sad,red itching discharge,Conjunctivitis,Low,Ophthalmologist
66,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
52,neutral,fatigue weight gain depression cold,Hypothyroidism,Low,Endocrinologist
67,neutral,cough shortness of breath wheezing,COPD,Low,Pulmonologist
60,angry,severe headache nausea sensitivity to,Migraine,Medium,Neurologist
102,sad,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
70,sad,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
79,sad,fever headache body,Dengue,Low,General Physician
79,sad,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
84,neutral,stomach pain vomiting bloating,Gastritis,Low,Gastroenterologist
82,sad,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
57,neutral,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
108,fear,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
159,fear,dizziness chest pain,Arrhythmia,High,Cardiologist
78,sad,eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
77,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
88,neutral,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
99,sad,cough chest tightness wheezing,Asthma,High,Pulmonologist
64,sad,abdominal pain bloating diarrhea,Irritable Bowel Syndrome,Low,Gastroenterologist
94,fear,weight loss anxiety heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
78,neutral,numbness weakness vision problems,Multiple Sclerosis,Low,Neurologist
69,sad,hand tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
80,sad,joint fever rash,Lyme Disease,Low,Infectious Disease Specialist
75,sad,pimples blackheads oily skin,Acne,Low,Dermatologist
94,fear,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
87,neutral,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
84,neutral,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
64,neutral,jaundice fatigue pain dark urine,Hepatitis,Low,Gastroenterologist
62,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
104,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
74,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
66,neutral,seizures confusion temporary loss awareness,Epilepsy,Low,Neurologist
72,sad,sore throat fever swollen nodes,Strep Throat,Low,ENT Specialist
61,neutral,chest pain fever cough,Pericarditis,Low,Cardiologist
89,neutral,pimples blackheads whiteheads oily skin,Acne,Low,Dermatologist
66,neutral,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
64,neutral,fever headache body pain,Dengue,Low,General Physician
66,sad,abdominal pain bloating diarrhea,Irritable Bowel Syndrome,Low,Gastroenterologist
77,neutral,joint pain stiffness swelling,Arthritis,Low,Orthopedic
81,neutral,cough fever night weight loss,Tuberculosis,Low,Pulmonologist
68,neutral,fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
86,sad,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
100,fear,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
90,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
135,fear,palpitations dizziness chest,Arrhythmia,High,Cardiologist
85,disgust,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
116,sad,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
78,sad,fever headache body pain,Dengue,Low,General Physician
61,angry,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
90,sad,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
64,neutral,heartburn reflux chest pain,GERD,Low,Gastroenterologist
104,angry,headache blurred vision,Hypertension,Medium,Neurologist
78,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
70,neutral,joint fever rash,Lyme Disease,Low,Infectious Disease Specialist
72,sad,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
70,sad,itching dry skin rash,Eczema,Low,Dermatologist
79,neutral,pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
66,sad,ear pain fever loss,Otitis Media,Low,ENT Specialist
67,sad,joint pain morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
111,neutral,cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
65,sad,pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
66,sad,numbness weakness vision fatigue,Multiple Sclerosis,Low,Neurologist
80,neutral,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
72,neutral,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
86,sad,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
81,sad,red itching discharge,Conjunctivitis,Low,Ophthalmologist
78,angry,severe headache nausea sensitivity to,Migraine,Medium,Neurologist
67,neutral,pain fever cough,Pericarditis,Low,Cardiologist
104,neutral,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
90,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
82,sad,fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
72,sad,pain stiffness swelling,Osteoarthritis,Low,Orthopedic
78,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
76,neutral,skin rash itching allergy,Allergy,Low,Dermatologist
125,sad,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
68,neutral,ear pain fever loss,Otitis Media,Low,ENT Specialist
62,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
65,neutral,chronic cough shortness of breath wheezing,COPD,Low,Pulmonologist
160,fear,palpitations dizziness pain,Arrhythmia,High,Cardiologist
65,neutral,pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
62,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
105,fear,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
73,sad,skin rash itching allergy,Allergy,Low,Dermatologist
117,sad,fever cough chest pain shortness of,Pneumonia,High,Pulmonologist
73,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
65,sad,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
75,sad,sore throat fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
131,sad,chest pain shortness of breath,Heart Attack,Critical,Cardiologist
100,fear,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
83,neutral,itching redness dry rash,Eczema,Low,Dermatologist
66,sad,mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
111,fear,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
67,sad,skin rash itching,Allergy,Low,Dermatologist
79,neutral,headache body pain,Dengue,Low,General Physician
67,sad,weight loss thirst frequent,Diabetes,Low,Endocrinologist
80,sad,cough mucus production wheezing chest,Bronchitis,Low,Pulmonologist
137,fear,chest pain of breath sweating,Heart Attack,Critical,Cardiologist
79,neutral,loss thirst frequent urination,Diabetes,Low,Endocrinologist
72,sad,fever headache abdominal diarrhea,Typhoid,Low,Infectious Disease Specialist
86,neutral,abdominal pain diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
100,neutral,cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
70,sad,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
137,neutral,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
73,sad,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
85,sad,fever cough,Flu,Low,General Physician
68,neutral,sore throat fever swollen lymph,Strep Throat,Low,ENT Specialist
64,sad,urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
95,neutral,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
88,sad,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
110,fear,weight loss anxiety rapid heat intolerance,Hyperthyroidism,Medium,Endocrinologist
97,sad,fever chest pain shortness of breath,Pneumonia,High,Pulmonologist
76,sad,frequent urination excessive thirst loss,Diabetes Type 1,Low,Endocrinologist
68,sad,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
68,sad,numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
61,sad,pimples blackheads oily skin,Acne,Low,Dermatologist
134,sad,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
70,sad,jaundice fatigue abdominal pain dark,Hepatitis,Low,Gastroenterologist
90,neutral,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
61,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
54,sad,fatigue weight gain cold intolerance,Hypothyroidism,Low,Endocrinologist
75,sad,facial arm weakness speech difficulty,Stroke,Critical,Neurologist
63,neutral,abdominal bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
86,sad,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
75,sad,pain fever cough,Pericarditis,Low,Cardiologist
104,neutral,headache blurred dizziness,Hypertension,Medium,Neurologist
84,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
86,sad,chest pain cough,Pericarditis,Low,Cardiologist
71,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
87,neutral,ear pain fever hearing,Otitis Media,Low,ENT Specialist
93,sad,cough chest tightness wheezing,Asthma,High,Pulmonologist
89,angry,headache blurred vision dizziness,Hypertension,Medium,Neurologist
69,neutral,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
85,sad,stomach pain nausea vomiting,Gastritis,Low,Gastroenterologist
61,sad,fever cough fatigue,Flu,Low,General Physician
78,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
120,sad,cough chest tightness wheezing,Asthma,High,Pulmonologist
60,neutral,sadness loss of interest fatigue changes,Depression,Medium,Psychiatrist
82,sad,urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
60,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
63,sad,fever chills sweating,Malaria,Low,Infectious Disease Specialist
60,neutral,cough fever night sweats weight,Tuberculosis,Low,Pulmonologist
80,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
73,neutral,joint pain swelling,Arthritis,Low,Orthopedic
73,neutral,fever headache body pain,Dengue,Low,General Physician
72,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
85,neutral,pain numbness legs,Slip Disc,Low,Orthopedic
72,surprise,facial drooping weakness speech difficulty,Stroke,Critical,Neurologist
84,neutral,rash itching allergy,Allergy,Low,Dermatologist
124,sad,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
66,neutral,sadness loss of interest sleep changes,Depression,Medium,Psychiatrist
65,sad,fever cough fatigue,Flu,Low,General Physician
89,sad,joint pain stiffness swelling,Arthritis,Low,Orthopedic
81,neutral,joint pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
89,sad,pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
100,angry,headache blurred dizziness,Hypertension,Medium,Neurologist
89,neutral,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
88,neutral,joint pain swelling,Osteoarthritis,Low,Orthopedic
66,neutral,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
56,neutral,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
68,sad,pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
85,angry,blurred vision dizziness,Hypertension,Medium,Neurologist
148,fear,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
87,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
72,sad,pain fever rash,Lyme Disease,Low,Infectious Disease Specialist
78,neutral,stomach vomiting nausea,Food Poisoning,Low,Gastroenterologist
72,sad,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
115,sad,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
74,neutral,chronic cough shortness of breath wheezing,COPD,Low,Pulmonologist
64,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
78,sad,weight loss thirst urination,Diabetes,Low,Endocrinologist
89,neutral,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
64,neutral,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
104,neutral,cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
62,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
62,neutral,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
77,neutral,heartburn reflux chest pain,GERD,Low,Gastroenterologist
150,neutral,palpitations dizziness pain,Arrhythmia,High,Cardiologist
60,sad,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
63,neutral,chronic cough shortness of breath wheezing,COPD,Low,Pulmonologist
72,sad,jaundice fatigue pain dark urine,Hepatitis,Low,Gastroenterologist
146,fear,palpitations chest pain,Arrhythmia,High,Cardiologist
85,sad,headache stiff neck fever,Meningitis,Low,Neurologist
84,neutral,pimples blackheads whiteheads oily skin,Acne,Low,Dermatologist
64,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
99,neutral,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
64,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
122,sad,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
65,sad,joint stiffness swelling,Arthritis,Low,Orthopedic
61,neutral,fever cough fatigue,Flu,Low,General Physician
104,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
82,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
78,neutral,red patches silvery scales itching,Psoriasis,Low,Dermatologist
86,sad,skin rash itching,Allergy,Low,Dermatologist
71,sad,skin rash itching allergy,Allergy,Low,Dermatologist
120,sad,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
82,sad,cough fever night sweats weight,Tuberculosis,Low,Pulmonologist
98,neutral,fever cough pain shortness of breath,Pneumonia,High,Pulmonologist
81,neutral,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
63,neutral,weight thirst frequent urination,Diabetes,Low,Endocrinologist
69,sad,joint pain stiffness swelling,Arthritis,Low,Orthopedic
64,sad,fever cough fatigue,Flu,Low,General Physician
60,sad,hand numbness weakness,Carpal Tunnel Syndrome,Low,Orthopedic
62,sad,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
85,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
70,neutral,fever headache pain diarrhea,Typhoid,Low,Infectious Disease Specialist
73,neutral,heartburn acid chest pain,GERD,Low,Gastroenterologist
84,sad,pain stiffness swelling,Osteoarthritis,Low,Orthopedic
103,angry,headache blurred vision dizziness,Hypertension,Medium,Neurologist
65,sad,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
91,fear,fever cough of taste shortness of breath,COVID-19,High,General Physician
60,sad,sadness of interest fatigue sleep changes,Depression,Medium,Psychiatrist
68,sad,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
64,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
106,neutral,fever cough of taste shortness of breath,COVID-19,High,General Physician
83,sad,fever headache pain,Dengue,Low,General Physician
146,fear,palpitations chest pain,Arrhythmia,High,Cardiologist
70,sad,chronic cough shortness of wheezing,COPD,Low,Pulmonologist
102,sad,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
62,sad,fever headache body,Dengue,Low,General Physician
109,fear,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
83,neutral,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
65,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
85,disgust,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
87,disgust,severe headache nausea sensitivity light,Migraine,Medium,Neurologist
77,sad,weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
88,neutral,itching redness dry skin rash,Eczema,Low,Dermatologist
89,sad,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
118,neutral,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
88,neutral,itching redness dry skin rash,Eczema,Low,Dermatologist
89,sad,abdominal pain bloating diarrhea,Irritable Bowel Syndrome,Low,Gastroenterologist
78,sad,cough mucus wheezing chest discomfort,Bronchitis,Low,Pulmonologist
71,sad,weight loss thirst frequent,Diabetes,Low,Endocrinologist
127,surprise,chest shortness of breath sweating,Heart Attack,Critical,Cardiologist
73,angry,severe headache nausea to light,Migraine,Medium,Neurologist
76,sad,loss thirst frequent urination,Diabetes,Low,Endocrinologist
88,sad,skin rash itching allergy,Allergy,Low,Dermatologist
68,sad,loss thirst frequent urination,Diabetes,Low,Endocrinologist
89,neutral,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
81,neutral,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
108,fear,cough chest tightness wheezing,Asthma,High,Pulmonologist
82,sad,fever chills sweating,Malaria,Low,Infectious Disease Specialist
62,neutral,jaundice fatigue abdominal pain urine,Hepatitis,Low,Gastroenterologist
79,neutral,itching redness dry skin rash,Eczema,Low,Dermatologist
84,neutral,frequent urination excessive thirst weight,Diabetes Type 1,Low,Endocrinologist
73,sad,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
79,sad,abdominal pain diarrhea weight,Crohn's Disease,Low,Gastroenterologist
68,sad,abdominal pain weight loss,Crohn's Disease,Low,Gastroenterologist
61,sad,back loss of height bone fractures,Osteoporosis,Low,Orthopedic
66,neutral,pain numbness legs,Slip Disc,Low,Orthopedic
85,fear,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
120,sad,pain palpitations dizziness,Heart Failure,High,Cardiologist
69,angry,severe headache nausea sensitivity light,Migraine,Medium,Neurologist
150,fear,chest pain shortness of breath,Heart Attack,Critical,Cardiologist
70,neutral,headache stiff neck,Meningitis,Low,Neurologist
74,neutral,fever headache abdominal pain diarrhea,Typhoid,Low,Infectious Disease Specialist
96,sad,fever cough chest pain shortness of,Pneumonia,High,Pulmonologist
129,fear,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
103,sad,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
79,sad,hand numbness weakness,Carpal Tunnel Syndrome,Low,Orthopedic
89,neutral,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
61,neutral,fever fatigue,Flu,Low,General Physician
80,sad,fever body pain,Dengue,Low,General Physician
69,neutral,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
77,neutral,pimples blackheads whiteheads oily,Acne,Low,Dermatologist
62,sad,seizures confusion temporary loss of awareness,Epilepsy,Low,Neurologist
84,sad,pimples blackheads whiteheads skin,Acne,Low,Dermatologist
64,sad,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
78,sad,pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
116,fear,abdominal pain nausea fever loss of,Appendicitis,Critical,Surgeon
72,neutral,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
73,sad,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
62,neutral,abdominal pain diarrhea loss,Crohn's Disease,Low,Gastroenterologist
64,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
112,neutral,cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
156,fear,palpitations dizziness chest,Arrhythmia,High,Cardiologist
123,sad,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
84,neutral,red eyes discharge,Conjunctivitis,Low,Ophthalmologist
69,sad,chest pain cough,Pericarditis,Low,Cardiologist
62,sad,sore throat fever lymph nodes,Strep Throat,Low,ENT Specialist
62,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
86,sad,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
88,sad,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
92,neutral,blurred vision dizziness,Hypertension,Medium,Neurologist
71,neutral,sadness loss of interest sleep changes,Depression,Medium,Psychiatrist
64,sad,chronic cough of breath wheezing,COPD,Low,Pulmonologist
60,neutral,itching redness dry skin rash,Eczema,Low,Dermatologist
76,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
65,sad,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
72,neutral,abdominal pain bloating diarrhea,Irritable Bowel Syndrome,Low,Gastroenterologist
61,neutral,joint pain swelling morning fatigue,Rheumatoid Arthritis,Low,Rheumatologist
69,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
65,sad,eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
73,neutral,abdominal bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
119,sad,excessive restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
86,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
89,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
116,fear,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
83,neutral,chronic shortness of breath wheezing,COPD,Low,Pulmonologist
93,fear,chest tightness wheezing,Asthma,High,Pulmonologist
89,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
63,neutral,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
111,fear,chest pain to arm shortness of breath,Angina,High,Cardiologist
83,sad,joint pain stiffness swelling,Arthritis,Low,Orthopedic
70,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
60,sad,back pain numbness legs,Slip Disc,Low,Orthopedic
75,sad,cough fever night weight loss,Tuberculosis,Low,Pulmonologist
72,neutral,headache stiff neck fever,Meningitis,Low,Neurologist
68,neutral,fatigue gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
71,neutral,cough shortness of breath wheezing,COPD,Low,Pulmonologist
107,sad,excessive worry restlessness fatigue,Anxiety Disorder,Medium,Psychiatrist
90,neutral,loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
74,neutral,stomach pain nausea bloating,Gastritis,Low,Gastroenterologist
96,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
84,neutral,joint pain stiffness,Osteoarthritis,Low,Orthopedic
72,neutral,sore fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
70,sad,sore fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
79,sad,frequent urination thirst weight loss,Diabetes Type 1,Low,Endocrinologist
124,sad,chest pain radiating to arm shortness breath,Angina,High,Cardiologist
52,neutral,loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
71,sad,skin rash itching allergy,Allergy,Low,Dermatologist
68,neutral,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
61,neutral,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
80,sad,fever cough fatigue,Flu,Low,General Physician
125,fear,chest pain radiating arm shortness of breath,Angina,High,Cardiologist
64,sad,headache nausea sensitivity to light,Migraine,Medium,Neurologist
71,neutral,joint stiffness swelling,Osteoarthritis,Low,Orthopedic
139,fear,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
69,sad,seizures confusion temporary of awareness,Epilepsy,Low,Neurologist
109,neutral,headache blurred vision dizziness,Hypertension,Medium,Neurologist
79,neutral,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
88,sad,back loss of height bone fractures,Osteoporosis,Low,Orthopedic
84,sad,loss thirst frequent urination,Diabetes,Low,Endocrinologist
65,sad,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
70,sad,cough mucus wheezing chest discomfort,Bronchitis,Low,Pulmonologist
89,neutral,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
77,sad,seizures confusion temporary of awareness,Epilepsy,Low,Neurologist
82,neutral,frequent urination excessive thirst weight,Diabetes Type 1,Low,Endocrinologist
60,sad,ear pain fever hearing,Otitis Media,Low,ENT Specialist
110,sad,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
89,sad,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
61,neutral,pimples blackheads whiteheads skin,Acne,Low,Dermatologist
72,sad,abdominal pain diarrhea blood in,Ulcerative Colitis,Low,Gastroenterologist
80,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
83,neutral,back pain numbness legs,Slip Disc,Low,Orthopedic
86,sad,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
120,fear,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
78,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
78,neutral,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
114,fear,abdominal pain nausea fever loss of,Appendicitis,Critical,Surgeon
129,sad,chest palpitations dizziness,Heart Failure,High,Cardiologist
62,neutral,redness dry skin rash,Eczema,Low,Dermatologist
62,neutral,pimples whiteheads oily skin,Acne,Low,Dermatologist
82,sad,severe headache nausea to light,Migraine,Medium,Neurologist
56,neutral,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
63,sad,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
133,fear,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
79,sad,numbness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
63,neutral,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
118,sad,chest pain radiating to shortness of breath,Angina,High,Cardiologist
67,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
74,neutral,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
101,fear,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
63,neutral,skin rash allergy,Allergy,Low,Dermatologist
